modality,threshold,components,true_unknown,true_known,macro_f1,unknown_precision,unknown_recall,unknown_f1,known_f1,accuracy
CODE_BINARY,0.04296875,900,548,352,0.7576472310333067,0.7736434108527132,0.9105839416058394,0.8365465213746857,0.6787479406919276,0.7833333333333333
CODE_BINARY,0.0442708320915699,900,548,352,0.7609015539334241,0.7769110764430577,0.9087591240875912,0.8376787216148023,0.684124386252046,0.7855555555555556
CODE_BINARY,0.04557291604578495,900,548,352,0.7609015539334241,0.7769110764430577,0.9087591240875912,0.8376787216148023,0.684124386252046,0.7855555555555556
CODE_BINARY,0.046875,900,548,352,0.7634419200630822,0.7807570977917981,0.9032846715328468,0.8375634517766497,0.6893203883495146,0.7866666666666666
CODE_BINARY,0.04817708395421505,900,548,352,0.7634419200630822,0.7807570977917981,0.9032846715328468,0.8375634517766497,0.6893203883495146,0.7866666666666666
CODE_BINARY,0.0494791679084301,900,548,352,0.7662657189721158,0.7832278481012658,0.9032846715328468,0.8389830508474575,0.6935483870967742,0.7888888888888889
CODE_BINARY,0.05078125,900,548,352,0.7662657189721158,0.7832278481012658,0.9032846715328468,0.8389830508474575,0.6935483870967742,0.7888888888888889
CODE_BINARY,0.0520833320915699,900,548,352,0.7697721124905432,0.7875399361022364,0.8996350364963503,0.8398637137989777,0.6996805111821087,0.7911111111111111
CODE_BINARY,0.05338541604578495,900,548,352,0.7697721124905432,0.7875399361022364,0.8996350364963503,0.8398637137989777,0.6996805111821087,0.7911111111111111
CODE_BINARY,0.0546875,900,548,352,0.7756632564591642,0.7935483870967742,0.8978102189781022,0.8424657534246576,0.7088607594936709,0.7955555555555556
CODE_BINARY,0.05598958395421505,900,548,352,0.7756632564591642,0.7935483870967742,0.8978102189781022,0.8424657534246576,0.7088607594936709,0.7955555555555556
CODE_BINARY,0.0572916679084301,900,548,352,0.7797979115271536,0.7974068071312804,0.8978102189781022,0.8446351931330472,0.7149606299212599,0.7988888888888889
CODE_BINARY,0.05859375,900,548,352,0.7797979115271536,0.7974068071312804,0.8978102189781022,0.8446351931330472,0.7149606299212599,0.7988888888888889
CODE_BINARY,0.0598958320915699,900,548,352,0.7779961422280453,0.797716150081566,0.8923357664233577,0.8423772609819121,0.7136150234741785,0.7966666666666666
CODE_BINARY,0.06119791604578495,900,548,352,0.7779961422280453,0.797716150081566,0.8923357664233577,0.8423772609819121,0.7136150234741785,0.7966666666666666
CODE_BINARY,0.0625,900,548,352,0.7848116228588622,0.8042763157894737,0.8923357664233577,0.8460207612456748,0.7236024844720497,0.8022222222222222
CODE_BINARY,0.0638020820915699,900,548,352,0.7848116228588622,0.8042763157894737,0.8923357664233577,0.8460207612456748,0.7236024844720497,0.8022222222222222
